Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5,Range_of_purchases,Categories,Age_Range
40,11,1475,2659,2389,11268,8960,10000-15000,Electrical Products,34-43
39,14,514,7484,479,2335,12553,10000-15000,Electrical Products,34-43
45,8,1106,5093,978,7570,4960,15000-20000,Fornitures,43-52
37,10,596,5511,684,10494,3632,10000-15000,Electrical Products,34-43
41,19,3494,6293,1879,17557,3208,10000-15000,Electrical Products,34-43
27,4,1429,8501,2077,10164,1165,2500-10000,Food,25-16
52,13,2107,9691,796,6757,12843,15000-20000,Fornitures,52-61
46,15,3457,8490,2301,21613,13504,15000-20000,Fornitures,43-52
46,9,4652,1538,2157,9760,8030,15000-20000,Fornitures,43-52
45,5,4891,3037,2314,515,8288,15000-20000,Fornitures,43-52
42,18,2915,7848,1223,16804,9172,10000-15000,Electrical Products,34-43
50,14,1260,8596,1367,10661,6052,15000-20000,Fornitures,43-52
25,4,3045,8137,1505,7510,14216,0-2500,Games,25-16
49,8,1387,8423,2021,3025,11034,15000-20000,Fornitures,43-52
44,14,4090,1872,414,10840,9177,15000-20000,Fornitures,43-52
40,20,4370,4686,541,3324,4008,10000-15000,Electrical Products,34-43
44,1,1693,4962,2469,9112,14445,15000-20000,Fornitures,43-52
50,6,619,6120,2437,6906,9706,15000-20000,Fornitures,43-52
42,2,2342,2353,1343,23428,13625,10000-15000,Electrical Products,34-43
50,18,3286,4647,1979,4554,659,15000-20000,Fornitures,43-52
38,12,3663,6619,1736,4294,5337,10000-15000,Electrical Products,34-43
41,2,4389,6930,521,12160,2806,10000-15000,Electrical Products,34-43
54,9,157,7785,1366,16637,3826,20000-25000,Travels,52-61
47,4,2620,4443,1135,18743,12436,15000-20000,Fornitures,43-52
38,12,1892,5395,2182,18096,587,10000-15000,Electrical Products,34-43
44,18,4081,4293,1471,12649,10130,15000-20000,Fornitures,43-52
55,7,3493,4722,1814,13722,8210,20000-25000,Travels,52-61
61,5,4776,1615,2299,8267,12638,20000-25000,Travels,61-70
44,15,637,5801,993,15257,7546,15000-20000,Fornitures,43-52
45,8,3898,9799,557,11886,10666,15000-20000,Fornitures,43-52
22,3,4205,6120,859,7776,5308,0-2500,Games,16-25
44,15,3367,4212,1652,12738,14120,15000-20000,Fornitures,43-52
44,6,728,4190,942,1170,14220,15000-20000,Fornitures,43-52
48,3,4478,8856,758,1957,5028,15000-20000,Fornitures,43-52
50,8,1649,2140,761,4414,13578,15000-20000,Fornitures,43-52
47,1,3021,7457,1817,16574,11286,15000-20000,Fornitures,43-52
40,8,4081,6914,974,16772,2482,10000-15000,Electrical Products,34-43
49,5,4583,7278,989,5708,6813,15000-20000,Fornitures,43-52
49,12,1794,6615,2229,4075,2325,15000-20000,Fornitures,43-52
34,17,3062,2300,828,16274,1498,2500-10000,Food,34-43
52,2,2252,3797,411,8602,2942,15000-20000,Fornitures,52-61
46,19,4372,8861,214,9532,456,15000-20000,Fornitures,43-52
37,10,167,6669,2404,11195,3977,10000-15000,Electrical Products,34-43
55,3,1142,6767,1392,15870,11222,20000-25000,Travels,52-61
29,12,1608,9166,2413,9794,5257,2500-10000,Food,25-16
34,17,1251,6459,1976,1499,13518,2500-10000,Food,34-43
30,11,3039,7226,379,17638,4897,2500-10000,Food,25-16
32,17,2921,6939,1198,1,14466,2500-10000,Food,25-16
45,12,4439,1059,1913,1864,7509,15000-20000,Fornitures,43-52
28,11,1172,2066,2167,24923,5047,2500-10000,Food,25-16
41,13,4955,1068,66,20927,872,10000-15000,Electrical Products,34-43
48,16,903,3145,1380,23638,9802,15000-20000,Fornitures,43-52
53,18,1497,6965,1957,6254,646,20000-25000,Travels,52-61
44,10,2585,5616,509,4116,3560,15000-20000,Fornitures,43-52
38,19,342,351,252,14290,1345,10000-15000,Electrical Products,34-43
54,16,1357,5912,2025,9174,5855,20000-25000,Travels,52-61
38,14,317,6630,504,19684,12038,10000-15000,Electrical Products,34-43
34,11,2574,7630,1497,13352,1721,2500-10000,Food,34-43
54,17,1009,7540,2280,7964,8130,20000-25000,Travels,52-61
25,13,4444,5852,1743,7824,3318,0-2500,Games,25-16
49,14,2190,4555,1098,1007,6807,15000-20000,Fornitures,43-52
45,12,573,1339,2058,10450,446,15000-20000,Fornitures,43-52
43,9,2775,7299,2011,7421,1007,10000-15000,Electrical Products,43-52
47,17,3417,3551,1030,22014,7986,15000-20000,Fornitures,43-52
34,14,747,5532,1419,15555,9327,2500-10000,Food,34-43
50,16,1241,3006,2407,24252,9951,15000-20000,Fornitures,43-52
45,6,2280,6005,1442,18236,10614,15000-20000,Fornitures,43-52
57,18,1586,1351,1954,13297,4806,20000-25000,Travels,52-61
54,18,34,8411,1349,14877,1138,20000-25000,Travels,52-61
44,8,2779,3263,810,6756,8815,15000-20000,Fornitures,43-52
34,7,377,1479,1990,6928,13220,2500-10000,Food,34-43
43,16,3595,1217,2467,4222,727,10000-15000,Electrical Products,43-52
61,7,3671,6193,438,23060,6054,20000-25000,Travels,61-70
35,8,831,6570,2035,19656,14252,10000-15000,Electrical Products,34-43
43,12,4067,7065,810,6236,1635,10000-15000,Electrical Products,43-52
56,4,590,1324,905,2431,3690,20000-25000,Travels,52-61
42,13,4774,8954,58,15482,2435,10000-15000,Electrical Products,34-43
44,2,3369,1648,118,12731,8726,15000-20000,Fornitures,43-52
42,1,4659,6101,1386,8711,1473,10000-15000,Electrical Products,34-43
50,12,1737,9500,170,11195,752,15000-20000,Fornitures,43-52
42,7,2111,1933,737,19404,452,10000-15000,Electrical Products,34-43
37,7,4485,1280,300,7110,2335,10000-15000,Electrical Products,34-43
48,2,2390,1571,140,4301,14839,15000-20000,Fornitures,43-52
46,1,3702,2112,1762,21305,4532,15000-20000,Fornitures,43-52
43,18,3914,2441,2028,15814,2290,10000-15000,Electrical Products,43-52
41,5,700,5353,1666,19273,2348,10000-15000,Electrical Products,34-43
54,12,1714,1011,425,17771,10147,20000-25000,Travels,52-61
21,10,3746,660,1661,5218,1898,0-2500,Games,16-25
40,8,909,5626,1012,20139,8268,10000-15000,Electrical Products,34-43
30,5,4660,8448,2009,8966,6851,2500-10000,Food,25-16
41,4,1472,2402,191,17641,7156,10000-15000,Electrical Products,34-43
54,13,3849,2394,1521,24375,12746,20000-25000,Travels,52-61
47,8,1182,3876,1499,21066,13875,15000-20000,Fornitures,43-52
61,7,3755,5062,2267,23322,6436,20000-25000,Travels,61-70
46,9,2444,977,1573,23116,13607,15000-20000,Fornitures,43-52
49,7,4435,5143,369,8717,10798,15000-20000,Fornitures,43-52
38,10,142,6147,141,10756,1082,10000-15000,Electrical Products,34-43
48,15,4993,3100,19,1207,8442,15000-20000,Fornitures,43-52
37,4,2595,8202,961,23529,7932,10000-15000,Electrical Products,34-43
43,4,2045,6333,771,709,11129,10000-15000,Electrical Products,43-52
42,18,457,5082,1640,2244,2161,10000-15000,Electrical Products,34-43
41,2,2113,558,2017,23048,9791,10000-15000,Electrical Products,34-43
42,16,4377,1241,1903,22166,8372,10000-15000,Electrical Products,34-43
47,19,4011,7620,709,22372,9751,15000-20000,Fornitures,43-52
45,17,4853,908,1953,18479,13175,15000-20000,Fornitures,43-52
54,3,2124,3598,264,19667,1421,20000-25000,Travels,52-61
50,4,3166,933,248,17530,2435,15000-20000,Fornitures,43-52
49,8,4968,5987,1884,15131,3363,15000-20000,Fornitures,43-52
54,13,4317,9758,303,7888,5268,20000-25000,Travels,52-61
49,12,2461,1955,1996,10535,5725,15000-20000,Fornitures,43-52
36,14,4995,265,1624,19258,4694,10000-15000,Electrical Products,34-43
39,8,4015,4700,1499,939,4865,10000-15000,Electrical Products,34-43
55,18,2835,2033,414,13944,3193,20000-25000,Travels,52-61
57,16,912,1751,985,10200,4702,20000-25000,Travels,52-61
54,16,4225,5370,986,7141,11285,20000-25000,Travels,52-61
44,10,1753,2485,1112,5526,12771,15000-20000,Fornitures,43-52
44,8,1049,6739,1361,23084,14811,15000-20000,Fornitures,43-52
51,7,4623,4218,116,9827,5730,15000-20000,Fornitures,43-52
38,11,4462,2927,688,21145,10245,10000-15000,Electrical Products,34-43
39,9,3998,9591,1389,24435,2053,10000-15000,Electrical Products,34-43
41,8,3776,7436,2419,18614,7156,10000-15000,Electrical Products,34-43
48,2,1898,2947,2193,22040,12006,15000-20000,Fornitures,43-52
48,1,2802,9696,802,11371,1713,15000-20000,Fornitures,43-52
48,2,2214,4819,1150,10341,3995,15000-20000,Fornitures,43-52
42,13,4700,1308,2259,9322,11548,10000-15000,Electrical Products,34-43
35,19,2601,8407,1806,7252,5545,10000-15000,Electrical Products,34-43
29,19,3234,8240,2075,4134,7082,2500-10000,Food,25-16
49,10,4435,8300,2049,23816,279,15000-20000,Fornitures,43-52
39,17,3956,1132,1826,2877,986,10000-15000,Electrical Products,34-43
45,11,3285,4874,1737,13949,890,15000-20000,Fornitures,43-52
42,1,3517,1660,2307,2657,8970,10000-15000,Electrical Products,34-43
29,9,2560,1182,1531,16182,12364,2500-10000,Food,25-16
47,1,374,1927,1982,10816,13466,15000-20000,Fornitures,43-52
44,4,4324,7428,2492,15408,5167,15000-20000,Fornitures,43-52
45,10,4211,8931,2266,4042,10591,15000-20000,Fornitures,43-52
58,2,2486,123,1692,17214,4587,20000-25000,Travels,52-61
41,9,4403,1306,1746,9862,8807,10000-15000,Electrical Products,34-43
39,13,3308,136,702,3622,13371,10000-15000,Electrical Products,34-43
42,17,516,1881,758,10068,13810,10000-15000,Electrical Products,34-43
33,20,1477,6542,1255,24367,4042,2500-10000,Food,25-16
43,18,711,4942,2169,2618,5579,10000-15000,Electrical Products,43-52
27,18,4194,2806,1677,23145,8491,2500-10000,Food,25-16
38,5,3375,8144,1588,15793,14412,10000-15000,Electrical Products,34-43
49,4,1741,1511,191,3917,2993,15000-20000,Fornitures,43-52
46,8,916,3827,369,3709,1406,15000-20000,Fornitures,43-52
43,20,4136,8958,1899,13202,4083,10000-15000,Electrical Products,43-52
35,20,4098,1689,342,21513,13241,10000-15000,Electrical Products,34-43
48,6,2481,811,1623,9053,2936,15000-20000,Fornitures,43-52
38,6,2671,355,244,8099,9067,10000-15000,Electrical Products,34-43
32,19,2071,1984,2177,10019,5900,2500-10000,Food,25-16
38,17,1740,7825,1761,16644,8022,10000-15000,Electrical Products,34-43
34,14,1677,180,962,642,367,2500-10000,Food,34-43
43,12,3802,7465,356,17985,5977,10000-15000,Electrical Products,43-52
42,6,3978,29,1786,22462,14913,10000-15000,Electrical Products,34-43
30,19,1333,3442,1794,6898,9643,2500-10000,Food,25-16
33,11,1683,8434,917,12342,288,2500-10000,Food,25-16
44,14,2775,3617,462,7999,963,15000-20000,Fornitures,43-52
54,6,4189,2567,1874,5856,8938,20000-25000,Travels,52-61
25,9,267,9641,423,1229,11368,0-2500,Games,25-16
55,11,3101,7728,741,18071,11314,20000-25000,Travels,52-61
40,10,1305,9900,165,13131,9748,10000-15000,Electrical Products,34-43
50,10,4726,8456,2374,1558,5410,15000-20000,Fornitures,43-52
62,15,4176,6694,2069,18637,12191,0-10000,Home Prodcts,61-70
31,10,249,9606,395,6302,1211,2500-10000,Food,25-16
43,2,2410,671,1753,19086,5259,10000-15000,Electrical Products,43-52
53,16,693,1663,1885,16190,2023,20000-25000,Travels,52-61
46,11,1817,9697,2476,8484,10083,15000-20000,Fornitures,43-52
27,5,3686,3680,1988,4562,3790,2500-10000,Food,25-16
40,15,1031,4296,1215,10694,11711,10000-15000,Electrical Products,34-43
49,7,171,3168,2499,19242,14385,15000-20000,Fornitures,43-52
56,11,2028,30,2327,12806,9541,20000-25000,Travels,52-61
56,4,3483,7540,2015,19363,5448,20000-25000,Travels,52-61
42,8,4317,9238,1901,21249,12455,10000-15000,Electrical Products,34-43
22,1,1665,4989,2152,15135,4284,0-2500,Games,16-25
51,18,1894,2276,1012,8841,6410,15000-20000,Fornitures,43-52
41,18,1064,3182,686,23853,10673,10000-15000,Electrical Products,34-43
36,12,2036,6805,1360,22638,368,10000-15000,Electrical Products,34-43
47,9,164,7739,2471,6736,3751,15000-20000,Fornitures,43-52
37,6,1845,7737,731,14130,8730,10000-15000,Electrical Products,34-43
51,5,2707,6525,1586,23564,1803,15000-20000,Fornitures,43-52
41,18,4432,5761,669,6029,5905,10000-15000,Electrical Products,34-43
33,19,2729,1176,1094,5668,13806,2500-10000,Food,25-16
40,4,3551,7864,2446,8746,7108,10000-15000,Electrical Products,34-43
25,18,3954,9087,15,689,5828,0-2500,Games,25-16
39,6,319,4389,2208,20528,5433,10000-15000,Electrical Products,34-43
55,11,2612,8818,424,1910,12490,20000-25000,Travels,52-61
48,18,1328,9471,922,5081,9959,15000-20000,Fornitures,43-52
36,18,2165,639,350,17547,12811,10000-15000,Electrical Products,34-43
47,8,355,7802,2187,9676,4463,15000-20000,Fornitures,43-52
39,6,3782,9687,1548,2449,9516,10000-15000,Electrical Products,34-43
41,11,4611,6125,2419,15796,13283,10000-15000,Electrical Products,34-43
36,15,1008,1003,1340,18012,11162,10000-15000,Electrical Products,34-43
32,18,1064,1094,926,24817,3885,2500-10000,Food,25-16
44,18,2108,3726,320,20040,9728,15000-20000,Fornitures,43-52
48,18,432,6865,1786,7773,1521,15000-20000,Fornitures,43-52
67,7,3077,3895,1393,24885,11432,0-10000,Home Prodcts,61-70
54,6,2762,782,202,17003,2840,20000-25000,Travels,52-61
39,2,3981,6073,2069,19165,703,10000-15000,Electrical Products,34-43
43,13,2415,713,1906,17716,4441,10000-15000,Electrical Products,43-52
49,2,4794,7775,1854,21324,7856,15000-20000,Fornitures,43-52
40,16,3753,9568,757,18455,4890,10000-15000,Electrical Products,34-43
33,4,3396,9585,140,9592,5494,2500-10000,Food,25-16
31,7,370,3217,2480,13228,14201,2500-10000,Food,25-16
41,20,2112,5071,1887,7162,7312,10000-15000,Electrical Products,34-43
37,10,3639,5899,2021,3511,11331,10000-15000,Electrical Products,34-43
48,4,4230,7359,1012,4556,4335,15000-20000,Fornitures,43-52
40,5,394,7967,1943,4831,9772,10000-15000,Electrical Products,34-43
45,5,3230,2563,1658,1225,7125,15000-20000,Fornitures,43-52
17,15,316,6197,623,16669,7327,0-2500,Games,16-25
56,4,2293,1953,1313,12705,2837,20000-25000,Travels,52-61
51,15,782,7473,2318,20427,10018,15000-20000,Fornitures,43-52
59,4,3056,398,901,8239,9303,20000-25000,Travels,52-61
61,11,2326,4414,1108,9938,10420,20000-25000,Travels,61-70
44,20,4393,8892,1141,14328,329,15000-20000,Fornitures,43-52
50,15,1694,8000,1850,11398,14327,15000-20000,Fornitures,43-52
50,14,3689,666,4,15377,6971,15000-20000,Fornitures,43-52
51,4,3967,6227,379,14034,7004,15000-20000,Fornitures,43-52
38,4,1432,8544,2048,23868,6985,10000-15000,Electrical Products,34-43
43,13,4921,7736,2314,21818,14293,10000-15000,Electrical Products,43-52
34,11,428,1466,1366,6057,13395,2500-10000,Food,34-43
50,12,1806,6944,1532,23130,4257,15000-20000,Fornitures,43-52
33,5,225,3802,661,2592,6406,2500-10000,Food,25-16
45,17,4261,6617,1662,9448,12080,15000-20000,Fornitures,43-52
41,6,1393,3687,1264,11437,3906,10000-15000,Electrical Products,34-43
48,1,745,8022,2132,12595,13895,15000-20000,Fornitures,43-52
35,9,2900,627,1905,7365,3989,10000-15000,Electrical Products,34-43
38,19,2924,2691,672,15112,2975,10000-15000,Electrical Products,34-43
32,10,3824,2867,951,2805,272,2500-10000,Food,25-16
42,5,2941,1782,1452,17700,14109,10000-15000,Electrical Products,34-43
51,4,1555,9741,1920,12946,11712,15000-20000,Fornitures,43-52
49,11,341,9604,1355,23397,14626,15000-20000,Fornitures,43-52
44,2,1682,5065,789,21259,5437,15000-20000,Fornitures,43-52
43,4,3783,3182,683,17118,287,10000-15000,Electrical Products,43-52
48,6,4826,342,2280,5217,12483,15000-20000,Fornitures,43-52
44,15,4728,6453,1112,21266,664,15000-20000,Fornitures,43-52
47,19,863,9771,2210,8977,12914,15000-20000,Fornitures,43-52
38,18,1242,6104,1595,3836,13802,10000-15000,Electrical Products,34-43
49,6,659,6797,847,3397,12259,15000-20000,Fornitures,43-52
39,10,4237,9695,2098,8960,3573,10000-15000,Electrical Products,34-43
33,8,4002,2745,237,2953,4226,2500-10000,Food,25-16
31,18,4030,1912,1573,14991,10891,2500-10000,Food,25-16
28,15,4317,3329,1500,918,14594,2500-10000,Food,25-16
54,6,3549,3601,1063,571,12409,20000-25000,Travels,52-61
54,11,1939,6472,419,6429,9864,20000-25000,Travels,52-61
50,20,499,7710,2439,22233,43,15000-20000,Fornitures,43-52
47,3,4435,4640,2268,6155,2218,15000-20000,Fornitures,43-52
46,11,1186,951,1350,24208,7178,15000-20000,Fornitures,43-52
47,3,4074,2083,831,7717,3067,15000-20000,Fornitures,43-52
50,7,1844,1597,1679,7578,3039,15000-20000,Fornitures,43-52
34,4,3364,9998,2415,2806,13763,2500-10000,Food,34-43
43,5,873,2145,2493,3773,11603,10000-15000,Electrical Products,43-52
59,7,3947,1080,666,20202,13900,20000-25000,Travels,52-61
40,12,666,6339,1364,12978,4959,10000-15000,Electrical Products,34-43
53,17,1666,9113,2291,23264,7137,20000-25000,Travels,52-61
34,17,3022,4968,2278,18490,6208,2500-10000,Food,34-43
42,20,328,8935,1757,987,8858,10000-15000,Electrical Products,34-43
70,2,4536,1983,2365,19457,7992,0-10000,Home Prodcts,61-70
37,19,4115,8845,177,7822,3003,10000-15000,Electrical Products,34-43
43,11,2128,6937,655,23941,7765,10000-15000,Electrical Products,43-52
52,19,3294,4494,211,17530,10120,15000-20000,Fornitures,52-61
41,5,149,8793,846,3572,5492,10000-15000,Electrical Products,34-43
53,12,3887,3880,1790,11055,6729,20000-25000,Travels,52-61
28,5,230,5879,346,11176,14465,2500-10000,Food,25-16
49,15,1919,281,2010,2964,8019,15000-20000,Fornitures,43-52
37,15,3578,4969,2407,21109,4114,10000-15000,Electrical Products,34-43
36,8,1418,7168,1456,10939,9319,10000-15000,Electrical Products,34-43
30,8,2447,6588,511,19078,7123,2500-10000,Food,25-16
45,20,1825,7711,841,20446,9721,15000-20000,Fornitures,43-52
47,11,230,2561,2084,13341,3742,15000-20000,Fornitures,43-52
42,15,4111,3609,736,7388,183,10000-15000,Electrical Products,34-43
50,3,411,7066,1053,10853,7404,15000-20000,Fornitures,43-52
29,10,1995,2003,904,19849,4817,2500-10000,Food,25-16
34,6,740,6216,25,3406,6671,2500-10000,Food,34-43
44,12,3098,6448,1218,4490,939,15000-20000,Fornitures,43-52
53,20,4436,7800,1254,9511,2223,20000-25000,Travels,52-61
38,3,755,6044,896,9218,11095,10000-15000,Electrical Products,34-43
46,10,2924,2378,1970,12872,11830,15000-20000,Fornitures,43-52
46,5,502,7092,716,7121,2434,15000-20000,Fornitures,43-52
44,11,422,6939,288,19837,12565,15000-20000,Fornitures,43-52
41,7,1400,9382,1178,10917,5198,10000-15000,Electrical Products,34-43
47,16,3718,1305,658,11781,3943,15000-20000,Fornitures,43-52
33,4,3539,9734,165,19215,7585,2500-10000,Food,25-16
38,12,2516,2053,2400,8582,14639,10000-15000,Electrical Products,34-43
38,9,1489,1233,476,23744,3136,10000-15000,Electrical Products,34-43
45,15,4528,9813,258,14374,3555,15000-20000,Fornitures,43-52
44,20,4239,8483,626,6086,1312,15000-20000,Fornitures,43-52
42,6,4713,2448,128,14416,10971,10000-15000,Electrical Products,34-43
37,3,4283,7320,1634,5615,11954,10000-15000,Electrical Products,34-43
34,6,184,6014,920,5946,2300,2500-10000,Food,34-43
28,8,131,5256,1461,20571,9925,2500-10000,Food,25-16
45,15,2556,2670,1643,885,993,15000-20000,Fornitures,43-52
37,16,3232,7619,1957,19200,10321,10000-15000,Electrical Products,34-43
48,16,7,2941,493,1157,10482,15000-20000,Fornitures,43-52
35,15,2680,3066,704,510,10642,10000-15000,Electrical Products,34-43
34,4,2335,4766,2409,7513,6188,2500-10000,Food,34-43
56,11,4965,9242,2060,16350,14844,20000-25000,Travels,52-61
45,14,2846,4782,2311,15415,13304,15000-20000,Fornitures,43-52
44,1,4960,3151,1742,19732,4667,15000-20000,Fornitures,43-52
53,15,3657,9075,1019,11675,11806,20000-25000,Travels,52-61
39,10,4527,2733,580,17880,14041,10000-15000,Electrical Products,34-43
40,14,548,3908,2341,2748,14280,10000-15000,Electrical Products,34-43
56,12,4766,8884,1723,2535,5674,20000-25000,Travels,52-61
45,13,1082,99,1473,8443,4953,15000-20000,Fornitures,43-52
34,7,1614,7911,665,23207,10816,2500-10000,Food,34-43
40,18,3154,7002,1600,18323,5314,10000-15000,Electrical Products,34-43
42,19,4318,7142,71,6591,8222,10000-15000,Electrical Products,34-43
47,14,453,3555,1918,5496,3450,15000-20000,Fornitures,43-52
44,2,838,3537,1286,2934,8853,15000-20000,Fornitures,43-52
39,18,3252,4812,1229,24336,2150,10000-15000,Electrical Products,34-43
46,2,4668,2600,2131,17612,1679,15000-20000,Fornitures,43-52
33,13,4862,8744,215,6186,9440,2500-10000,Food,25-16
70,17,3116,1000,2163,14041,2566,0-10000,Home Prodcts,61-70
58,2,3710,6973,902,12369,8937,20000-25000,Travels,52-61
35,8,708,6814,2149,12469,1604,10000-15000,Electrical Products,34-43
53,9,675,4895,2460,20531,8956,20000-25000,Travels,52-61
53,18,1511,8317,10,9464,10195,20000-25000,Travels,52-61
41,7,4906,6186,884,7340,5236,10000-15000,Electrical Products,34-43
33,10,2026,9243,650,3580,3206,2500-10000,Food,25-16
40,8,1561,8537,2309,14156,2149,10000-15000,Electrical Products,34-43
49,3,1568,7376,1226,2861,11576,15000-20000,Fornitures,43-52
32,10,4583,324,1192,24260,5403,2500-10000,Food,25-16
43,10,1694,3038,1244,6973,10803,10000-15000,Electrical Products,43-52
45,13,2467,4516,1320,12268,11023,15000-20000,Fornitures,43-52
45,5,2087,8820,1270,1321,13038,15000-20000,Fornitures,43-52
28,8,1921,9431,1899,14292,7335,2500-10000,Food,25-16
58,12,49,2244,1606,3054,7714,20000-25000,Travels,52-61
