Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5
58,5,2501,6670,1387,485,869
45,16,4520,7835,900,11940,9346
50,14,4617,4268,2039,13597,3655
38,11,2238,3779,1712,23516,6343
38,10,3376,5652,830,21886,10103
42,7,2885,1390,986,3207,1858
34,8,1722,4462,246,18285,5974
49,1,2046,5858,556,17214,10809
49,1,4519,7687,254,11926,34
47,4,2755,3938,1971,18894,2267
40,6,1965,2053,1165,2439,353
57,3,3984,9876,780,2795,13799
36,6,2632,4198,1085,15836,825
38,17,2411,3392,1629,17729,3647
42,18,279,6436,102,10399,12592
30,9,977,2276,862,18977,1518
50,19,404,5173,1213,21628,13671
45,2,4058,5972,1151,2148,4818
48,15,900,2123,573,18468,8993
47,11,3096,8981,2143,7470,7754
42,16,1540,2766,1947,22345,1899
56,15,215,4416,25,21517,12276
33,6,3174,721,1479,19455,7186
49,8,331,5744,653,7516,2095
46,13,3631,1119,1212,12008,499
49,7,3970,7739,2267,18362,10027
50,7,2330,2073,9,10563,10500
41,8,952,2490,1836,5276,13446
28,3,705,4466,1308,20010,4147
25,15,674,6881,491,14870,5006
49,17,455,2348,905,17965,4840
51,8,412,245,92,8370,12793
41,20,3377,7761,2429,5423,6884
32,10,2331,5610,1949,23244,7188
46,12,4924,7652,2488,17150,1529
43,15,4225,8907,142,4898,14952
60,8,655,8786,784,18222,14870
45,4,3351,8740,1700,20302,11476
39,2,2229,642,1397,11606,14226
59,18,3861,3604,1204,23956,13360
51,6,1381,3495,1273,14343,5425
62,1,3154,9487,320,11516,2719
46,19,4391,7207,1934,3043,11700
42,13,2241,2246,2368,23393,14000
43,20,2848,200,116,12241,12162
37,13,4551,4402,1366,8032,11088
28,16,503,1592,2182,16717,2489
39,14,787,7714,480,13734,6157
38,12,2370,7154,2028,14099,3111
46,4,2272,5526,323,21698,11072
41,20,2722,8212,1211,23470,10214
48,17,3615,2583,1543,15982,6317
50,17,4418,3194,2191,22939,1922
47,8,451,6343,2475,7543,5491
53,12,2187,857,856,20156,12519
55,9,355,8619,511,24095,5218
42,12,1547,5566,1958,12224,13602
50,8,4570,7648,117,16476,5879
60,15,478,6872,1701,12259,6457
49,3,3420,5329,274,14916,6229
54,12,4740,5031,1028,9344,14132
37,6,3610,8540,1028,24443,9108
42,13,136,216,1688,21542,7729
42,1,3206,1909,1613,18747,858
49,19,4298,4350,2029,18459,2649
43,2,1668,1777,939,7726,5628
32,11,4394,2890,181,20716,14565
32,12,4762,7453,1769,13907,14408
50,3,2685,2407,2468,5365,10220
34,13,3669,7170,1063,9117,11931
50,3,1785,2525,1535,15952,12080
38,18,1694,4948,1106,8235,10350
37,2,4469,87,1374,21227,6051
54,18,4823,2482,1230,9606,14424
52,15,210,8180,1204,8296,5200
48,8,4644,9089,187,10080,7430
27,12,4506,4079,1496,1904,12497
44,15,146,9754,824,5966,11240
46,18,333,2035,2127,24222,8109
30,7,3512,6317,973,10482,10642
34,9,4086,9862,2077,20639,14780
48,2,1025,2532,1595,15386,8970
53,8,3684,1184,667,21045,9148
37,5,4896,9468,100,12194,5044
36,16,4406,434,2113,19127,3142
46,13,3581,1455,1502,19184,13385
60,9,3353,5761,377,2380,1327
34,16,1925,9882,583,22237,4549
54,17,670,8495,2367,271,13627
36,20,3438,7101,1290,24407,14338
32,5,2275,402,2146,7763,9447
44,2,1758,3968,1123,88,6684
43,4,2215,1903,2495,16243,10502
58,14,3346,8008,121,18389,400
40,7,685,8040,196,4010,7087
41,15,4534,6801,1150,15258,2198
41,13,3059,2598,1673,19996,4917
50,11,2930,1021,315,10596,10734
54,9,2061,7000,2469,5749,14412
39,15,4081,6910,2321,15722,3902
57,1,894,5016,1854,13936,43
39,17,3381,6022,1904,21325,10474
43,7,1955,7947,1740,13768,9673
46,1,4611,2339,194,12346,3694
54,8,2186,3,1618,22390,6415
40,5,2599,3371,1404,11742,10598
26,1,2770,9955,1630,23666,14513
55,20,3551,3566,1742,6856,9246
40,9,4020,7300,1478,20995,7706
47,1,499,3136,248,18747,5778
39,12,523,1719,2325,7008,4222
49,20,740,6557,648,1013,975
64,11,2383,2711,37,23712,11780
45,20,3846,7895,2433,18081,3315
48,20,1976,988,868,15636,4759
55,13,2853,6805,1748,21477,1749
50,13,1184,3094,1158,16407,11769
42,15,1456,4623,772,13685,10689
31,4,3372,3857,2472,8233,11793
48,4,2536,4468,414,369,6136
38,14,3738,321,1321,18401,401
39,7,4160,1301,1418,22356,3428
31,3,4459,6962,472,11118,155
23,15,3738,277,2332,18290,4214
41,9,1751,8020,2328,432,6349
52,10,4344,3821,419,22957,5512
31,7,848,3162,306,4782,11944
50,18,2384,5608,2040,6356,9646
56,1,4091,7604,379,12152,14959
40,1,4902,5127,1259,5304,8312
62,8,2101,9243,1161,21984,11647
40,9,2443,5847,2110,2400,9775
27,1,3310,5871,1881,23543,11893
39,3,1731,8036,716,21355,2888
59,19,151,6593,424,20184,5318
45,14,4113,3634,1518,3627,13421
42,14,1510,2798,412,5557,4165
37,2,1377,7097,2149,20164,6722
46,3,2716,4342,1773,2265,11908
36,14,2414,1370,1611,23069,9831
46,15,829,5646,1848,19485,8384
24,7,4123,7674,470,16512,2108
37,19,865,455,1527,17441,9902
61,12,4188,3278,1506,20408,4705
47,10,3929,771,610,21498,119
51,10,547,5115,419,14707,1160
36,19,362,9300,1736,7547,1590
35,5,3952,5090,619,23744,13870
59,20,4163,8031,1528,21456,8263
51,16,2965,7056,920,20253,13485
48,15,3327,3766,330,2455,13969
38,2,3142,7849,1752,8485,10597
35,7,3992,9276,785,16218,14776
56,10,861,7096,2397,14096,4104
44,12,4092,4535,1791,2003,11858
39,8,791,2893,269,650,4081
45,9,2511,1036,1753,9423,10853
46,17,3963,6796,1149,10627,9526
47,15,3964,8035,1391,3539,10140
42,11,3835,9114,1497,6152,2567
44,12,3121,2317,814,10321,6752
46,20,3633,626,2272,17675,3554
38,15,2101,9012,1061,8642,8274
50,2,29,7131,242,434,11397
41,15,3721,2569,246,10358,966
42,19,520,3082,2356,6252,3195
32,18,2214,1764,951,9116,1748
42,2,1817,8516,921,12483,10668
45,18,685,6940,155,15355,13170
55,15,3275,4920,124,11716,6561
45,13,4474,4817,1651,1307,5853
41,2,2544,2924,286,15597,447
35,12,1763,1508,1205,6171,7975
46,3,813,2409,1422,24717,11427
52,9,1039,2201,945,9057,3552
51,3,3436,5948,63,18095,10105
46,15,4446,9436,2322,10385,2576
44,2,1162,8432,1461,20630,12714
60,7,3613,3136,200,12590,12047
43,7,4425,8657,1560,13725,6039
55,16,4875,554,414,2193,5826
40,1,2338,8651,421,20114,6802
42,2,3602,8131,2043,4254,14639
32,6,4786,5028,2327,24770,3583
54,13,2011,6937,1411,834,2087
32,4,2301,5271,1228,15106,4020
46,18,3590,4652,1514,20083,12304
37,8,4940,2852,1946,1841,10091
53,18,4435,5962,1518,22856,10264
48,11,3299,6193,1877,4034,14848
37,2,2446,4192,1523,9251,3160
51,18,480,1892,1304,16125,11994
61,8,1540,3355,273,17364,9981
55,10,2542,9977,2070,18615,13919
37,14,4477,792,690,13035,7070
39,12,1565,8996,977,19983,12779
61,18,2631,8085,1025,7296,14570
40,5,235,5511,2093,3423,14452
50,16,308,340,730,14873,241
48,17,4850,6367,1569,19489,13856
55,13,4251,3990,299,4886,4280
36,13,431,3246,2072,3958,9457
48,10,216,3438,409,11459,484
52,16,2696,2480,2429,22,10596
39,4,4178,8017,2482,13223,5330
42,6,4524,8015,2459,13563,4949
55,7,2514,8581,2039,22266,8770
47,10,605,7145,1276,19217,13874
36,3,3423,1567,2202,12131,8983
50,2,2793,1756,766,11882,10604
46,11,957,302,2497,16554,9
57,3,3021,2370,713,12173,11268
32,1,148,8666,2301,3220,11308
44,12,310,3354,148,18605,519
29,11,2288,6737,1144,10432,12514
45,6,3042,2250,2194,3562,3225
39,18,2893,9087,1305,24568,7781
38,19,771,2705,598,23706,9970
29,8,3213,1467,836,4469,2746
53,17,3196,3283,2168,21803,3928
48,4,4830,1911,752,24580,3531
52,6,3085,572,2364,14240,8396
33,11,2198,8440,2408,20123,5039
56,11,2974,1410,241,9716,9231
53,7,1123,2642,1340,23204,7525
38,15,550,1527,1265,14313,1397
52,2,4038,1876,853,19755,5571
39,13,3907,6368,1234,10780,7048
49,19,4880,7028,2204,19427,960
30,7,3466,9625,663,5156,3577
59,9,2672,6906,1037,16986,14047
40,17,426,8522,2281,8617,2912
57,7,2004,6569,94,22054,11478
47,13,379,8873,587,19441,6318
50,12,3268,8542,1855,3077,2808
37,1,1690,1893,1176,18682,2284
22,3,395,9474,274,16898,13080
38,6,1731,4270,1731,18074,1982
50,20,249,4965,249,480,11800
25,17,2524,2219,1759,13455,5224
48,2,4332,9102,1470,4994,5297
54,17,2260,1557,2441,4822,8059
34,2,3932,8318,527,10915,3431
42,16,1098,7209,517,19147,4431
40,1,582,5837,1858,20929,4271
42,2,4785,1934,202,486,9514
22,3,3467,1922,1942,742,12019
21,3,1371,2771,765,16248,10935
40,7,745,7622,886,4232,9798
40,19,2508,1084,1941,1231,8802
42,14,1568,3237,2432,11993,14438
44,9,3896,5478,1064,9559,4258
48,14,4180,690,830,8387,1158
54,13,4119,5733,634,14841,4436
31,13,4509,6320,1845,15219,10307
41,10,586,2648,907,24568,6048
37,16,388,3211,1502,62,8501
43,11,4086,1463,1035,15338,3856
29,4,4197,4552,855,9753,10003
40,20,3246,385,627,23385,6757
40,20,4562,9351,1271,17912,13459
41,8,3003,8232,2407,3089,4827
30,12,31,943,662,20154,10230
51,15,3875,3495,826,19586,13796
57,13,2549,6128,19,15952,8214
54,10,2974,2127,1449,11914,6626
48,2,3665,2334,2269,23300,6056
56,7,18,9198,2302,7773,1592
32,6,4369,2685,2080,14837,9980
51,8,1038,8694,1871,10646,6882
23,17,1270,7071,1167,12494,4847
49,12,3238,1163,1639,17750,7644
35,19,4661,2030,1739,3970,4673
22,16,3881,8808,224,22738,1636
57,8,3511,885,1479,6494,7919
52,4,3243,4121,565,7537,11467
51,13,1715,7241,2316,19583,8005
38,11,3694,9326,1333,14191,7442
45,20,3672,7372,1011,127,10649
55,13,1186,705,1466,3666,7860
39,2,2688,7940,2440,12554,13085
36,19,2884,653,1780,1776,14432
40,4,3075,9645,1553,20995,9649
43,7,2079,4195,131,17516,1597
54,16,2715,6436,2316,2162,8619
58,20,3445,9566,155,3504,11001
67,5,3695,9776,1486,5212,13092
58,8,3389,3580,464,18865,1019
60,4,1341,5629,1540,10410,7141
33,11,2504,1228,1393,6182,7392
52,19,1537,7602,410,495,1958
45,14,1390,1461,425,22686,8519
53,11,3490,7833,1493,20824,8197
57,3,3726,2101,1313,20336,13448
49,13,4050,9094,574,2166,10537
43,4,1739,4658,960,19265,11353
45,17,2793,2253,85,22265,7629
51,5,740,8239,2250,147,13067
46,19,2024,7966,2116,15124,2315
55,2,2354,6662,1876,6746,13278
37,9,243,1179,1416,23969,4444
32,14,4605,1890,78,8745,14685
49,19,3136,6177,869,12607,10263
46,19,496,4175,2024,24326,10807
44,13,1200,7437,36,6990,1057
28,4,971,3800,94,1467,14874
27,8,2395,2525,595,14617,4058
29,9,3072,5514,1591,11044,7479
38,8,4605,1641,367,5399,12670
31,18,4645,4306,417,16106,14462
37,4,858,9486,51,13083,5740
38,9,1488,8781,1293,17569,11018
41,10,3868,5409,1267,11033,10775
49,2,1006,5048,2365,19481,10123
41,18,3819,9420,1113,23417,13528
49,1,120,8182,1039,13819,2305
44,11,2165,733,1620,7789,2262
27,11,4077,3264,556,2888,7927
37,13,4177,8498,1468,17864,8679
37,3,2173,7443,217,4709,13221
37,19,3317,4117,262,8105,14326
45,1,3149,3732,1472,2675,10064
36,13,3862,161,112,20884,6517
39,17,1656,300,884,11648,4924
37,2,2988,978,1310,21988,10586
36,5,215,2706,48,12478,6007
44,1,1192,2246,9,4318,8658
43,16,3746,1120,2208,23576,12131
49,17,3847,2708,507,2804,10227
66,8,3455,6925,1750,2923,647
32,12,4285,6412,30,15723,4043
35,17,1168,249,1221,16255,1666
55,9,1625,605,1482,2272,9090
46,10,4846,4854,867,24646,12989
38,19,574,6656,1011,19406,8564
49,12,4001,8599,1262,16279,8161
60,3,3600,7487,974,11488,2927
16,11,1153,2900,2495,22141,5880
50,19,3162,4604,2161,17944,1452
46,12,4010,4739,996,6532,11921
28,10,2564,7228,2410,1024,10915
46,18,1196,1057,2315,18404,13111
62,17,4805,6005,1945,21200,12197
46,6,253,564,572,8474,1512
48,9,4791,3391,1453,3442,3943
46,18,1139,5950,1223,4937,5306
34,20,3611,1175,2004,10116,10651
49,13,343,3387,1378,13872,4508
41,7,3041,1359,1025,16291,36
51,20,1225,8260,1032,15563,2228
49,4,4228,5655,514,610,413
42,18,2967,2608,1706,19554,9755
37,2,427,6241,391,17960,9101
54,13,3480,4704,1730,4543,10094
27,12,4610,3903,1728,1793,3843
58,10,416,508,470,9174,4595
45,7,4984,3748,1718,15009,11970
32,7,1189,9536,1741,13763,10674
42,7,3778,8152,665,6326,13137
37,2,1085,9173,1137,15566,9981
47,15,1825,4181,1238,23886,13874
38,13,4235,1669,1607,13666,11612
43,2,2559,5639,1526,10872,9778
53,19,4014,3878,1160,13867,5050
30,11,4964,7950,1969,13847,14555
55,10,2333,3501,1418,6934,13055
56,20,2806,4488,769,12366,4998
45,11,3861,5503,664,12208,519
47,12,2514,6863,1633,3126,3546
37,17,2471,8037,2386,11325,13679
41,20,3320,4585,349,23140,13850
57,2,2900,9856,1192,21805,6738
60,19,4868,9598,1857,11320,11938
32,20,4260,6798,759,5373,9138
39,2,2520,2413,1513,16154,2521
36,6,2091,5501,197,17742,3762
48,16,3194,8285,2095,147,5692
35,17,2586,2413,465,10065,9553
64,11,263,6872,2104,1017,3164
39,5,4546,3731,560,18754,10511
27,11,1309,5007,1103,6445,1465
31,11,133,4313,2077,15897,14400
46,2,2805,6941,534,1903,6908
39,3,1073,5033,1904,22930,14616
59,12,2413,1107,739,12081,1889
47,9,2299,2170,685,7881,9494
44,8,3237,4589,2218,15144,4696
32,12,3570,9495,743,20435,1148
57,19,275,5132,549,3975,6227
56,15,4013,9874,322,3688,6265
33,17,1426,5976,1037,16047,6344
51,5,2542,8363,1766,11631,8269
41,10,4341,6653,2275,23610,2696
33,1,4715,1873,61,1273,1012
40,1,3454,2314,204,1182,5994
42,14,3429,9696,2468,6052,725
49,16,3954,9769,31,5687,4087
40,16,602,3644,1725,7749,9590
45,14,3368,1972,893,5742,1792
49,11,3060,1752,497,2020,3010
28,8,2616,9623,1382,14752,7557
40,14,2215,3936,906,9125,5863
39,10,23,450,704,2794,13328
29,10,4885,4304,1291,1443,859
48,8,520,9690,2034,4778,9946
55,8,3881,2310,1769,14052,707
39,17,2042,284,961,20885,9737
50,1,3165,4731,79,12726,12625
37,19,396,7925,1891,18711,13732
26,3,3374,961,1061,14421,9336
33,15,4047,2887,712,8133,11034
42,3,4458,7232,739,2620,1672
38,20,3198,8909,536,5579,1247
51,5,3537,1544,501,20810,496
47,5,4358,9094,2289,19298,4383
32,4,2651,4485,599,11186,67
50,12,751,4518,1208,9077,5530
52,12,4787,899,614,14672,12628
52,16,342,9329,482,20999,10420
31,2,4289,1878,151,1362,2521
32,18,3531,6719,950,24299,3426
45,3,4767,4158,1803,19439,6598
43,15,261,7940,930,18430,12810
35,10,4053,6135,1614,19643,6906
41,8,690,2128,2137,13694,8490
44,10,2002,874,1590,6460,103
45,13,1150,7874,1926,968,11830
47,7,2492,4425,2475,18252,428
57,3,1966,1767,865,9088,11126
35,19,4348,1395,359,4604,14564
46,2,2727,8067,2497,10220,6814
51,7,2438,8172,439,21469,5158
44,16,702,9778,277,118,8274
30,14,4121,1945,2491,218,2935
46,18,1659,519,926,9034,5857
40,10,1405,5695,401,2670,5615
44,15,36,2358,1554,3047,6137
58,16,4614,2325,2173,11306,6848
31,17,3191,7045,2106,6670,14702
49,1,2793,5565,1138,17210,11819
33,5,2745,9325,1981,19199,5037
40,16,4271,7361,1540,23129,14608
58,8,3779,6137,801,19497,14290
38,11,2106,4283,552,8772,2295
49,11,1627,4311,279,16880,14920
53,9,3885,3274,1358,17171,704
37,7,3124,9057,2440,13975,9968
40,15,2559,896,178,3979,7374
47,9,56,1365,2299,13876,14390
45,18,2278,4491,1963,15332,9291
63,1,1006,4311,2235,17659,12897
36,3,2530,335,2002,13888,9981
31,17,1064,3275,773,18003,3335
57,5,3380,7192,2345,6493,1391
36,18,3209,6782,1893,23968,13802
39,13,4281,8638,1732,2178,12578
42,19,1356,6185,2210,21003,4531
40,12,1582,1541,1358,18342,4647
38,15,2982,3553,1638,22265,1430
43,14,2846,8433,393,17189,12745
41,5,4297,4975,1711,12521,12280
54,16,85,4978,1310,24498,7736
41,8,2130,2916,2175,4281,9665
40,2,3427,2380,258,15621,9452
47,2,783,9181,2183,1788,4503
49,10,948,1950,1058,16629,12976
38,14,1290,7346,2028,20688,6324
25,17,3243,2905,1566,5396,8306
38,6,1078,5832,1647,17734,14638
48,7,2826,5846,1718,9431,13362
47,9,4375,3299,358,2335,3366
40,4,2356,4939,1691,11300,10441
40,12,734,1268,464,15562,4155
41,10,3769,1579,1905,22523,8433
26,20,4909,1415,2479,20958,12126
50,19,3176,1409,1261,23423,14510
44,10,3303,5495,1947,8178,1191
47,1,722,9994,815,19184,12162
37,15,4325,6002,2306,6398,2343
41,14,3710,3391,275,16176,14314
37,5,865,9322,838,15250,820
43,3,4175,1184,925,12981,14144
35,13,899,652,644,2523,1088
42,16,3999,2229,2455,1191,687
44,16,261,9933,1787,12634,10265
37,13,3660,8337,2492,3049,7603
41,5,4028,3700,1079,6508,5872
48,12,3407,6821,1316,17381,7352
47,11,84,1419,1733,23203,2294
48,12,4463,4847,745,16338,897
63,19,3217,4949,1023,20605,1456
55,1,1713,3052,1005,19956,6938
38,14,2407,9227,1083,23387,6337
47,12,2362,3684,623,17528,9443
45,2,514,4165,732,18478,3653
44,1,4040,287,923,16422,6426
46,5,4943,5227,1263,22852,12684
60,1,3722,2803,1065,16969,2281
43,10,4591,3539,2139,12685,9229
38,2,2592,5003,1089,20970,9193
42,13,649,4224,1916,2356,10703
54,13,2010,9718,2187,3610,13685
45,3,2770,2546,633,18187,8605
46,3,2010,8833,1964,9409,10388
54,20,4763,8453,135,18007,322
45,3,3484,1431,2252,20891,6279
39,4,368,9768,2445,23639,1775
35,10,2064,6817,186,6172,12860
51,5,1632,9141,2095,15555,10819
41,9,4739,9251,138,23607,12376
36,6,4383,6503,1676,15135,7497
31,15,4912,2921,1900,24546,10546
46,10,396,8937,467,18095,9581
54,7,2828,7402,2114,4563,10800
34,7,1389,7154,1638,19544,1519
39,13,1918,2857,564,15677,3869
26,20,3802,140,211,528,1202
47,3,4038,6034,1389,11752,11146
52,13,4673,4731,2004,17131,8925
63,5,945,6957,304,24678,5743
53,3,3536,371,1489,5266,9928
29,18,2400,2960,1355,5070,9050
48,1,1457,3300,637,9813,3570
50,11,235,2217,514,8898,12331
33,11,2574,8896,1362,16357,11835
53,17,4249,6190,922,870,7075
56,19,2264,1058,2221,19645,12898
28,9,1873,6381,1682,12176,3382
32,13,1470,3555,688,18939,13827
39,12,2027,9828,1978,21689,4168
29,5,724,4108,61,12195,534
31,11,333,1260,1347,3410,4887
37,13,1207,7078,2130,13801,650
62,14,1545,6159,2342,12972,6175
39,11,463,804,1857,13395,9413
51,1,1454,4974,1085,6374,14249
24,8,517,6213,1695,8719,14539
23,7,874,2537,2005,9359,11994
43,16,3759,466,2141,20921,10953
46,6,4629,7202,840,6922,14257
46,6,4940,6259,349,13294,2849
39,5,4186,3305,554,6359,4638
34,5,3256,8998,2120,9100,4825
39,13,1713,6883,1969,487,4083
34,11,3497,7886,1317,2389,10440
39,19,3989,9370,1435,16995,10633
51,8,550,4634,863,1303,9815
34,11,4717,6734,160,23801,3180
46,16,3926,7846,1520,2284,13465
20,2,3450,8224,1601,13348,12456
59,8,618,4569,2198,15163,8817
48,17,1286,9557,349,15760,4416
47,11,1973,1329,1602,17700,6602
57,3,2920,8279,2039,24805,10472
39,20,50,1305,188,3338,9389
37,6,1355,3239,1265,21572,304
49,13,1086,6273,1846,16783,3312
48,17,411,9855,2391,5537,2880
44,2,2393,1489,1050,7991,14391
48,19,4745,1128,1387,13496,2479
51,14,618,4982,2438,21515,13381
43,15,2817,9244,1183,556,3607
55,6,1324,6122,1695,4839,11123
34,17,1714,6531,1799,20951,253
42,8,722,2232,206,9713,10254
46,12,2075,3507,56,14704,9138
31,16,4813,9065,1544,11572,4323
57,18,83,3046,1105,14928,5479
44,6,4483,7516,596,1509,11867
43,1,1719,3884,1281,2891,482
37,4,4819,7968,2254,6912,14420
52,12,3849,8276,345,6038,4711
42,10,805,2426,904,3858,11226
56,1,1268,5819,665,10542,7058
44,13,4346,6470,601,14518,556
62,14,4049,8298,1471,16937,9387
50,13,640,1129,2359,3297,11364
32,6,2684,1733,519,20703,12727
35,8,4403,2414,462,4198,14528
38,2,2987,4992,1374,17085,10284
49,18,2828,5953,752,12840,11266
42,20,2125,320,1083,24684,8394
53,19,4819,6226,131,11162,13777
38,19,2177,8530,449,21344,12814
32,19,1168,9098,945,3472,11714
41,9,2593,788,470,16359,13204
41,5,4126,927,1100,23519,7191
55,19,2898,3090,303,23870,3432
44,8,3662,4935,284,2411,6925
41,8,2559,3121,1878,19424,3320
41,18,2207,6090,1297,23077,3625
46,17,1959,7797,1458,11843,13046
47,8,4662,9753,1522,17772,8994
50,13,4953,9238,148,9072,5046
51,20,3896,8384,1483,23057,9334
30,15,2933,3613,450,5690,11859
47,10,2436,1364,699,19537,14318
54,18,1998,1316,166,16574,12839
46,17,1697,2740,1429,5160,10717
37,14,7,5332,1257,19492,5258
46,3,1762,4670,1965,13257,3885
43,1,4729,9627,1762,7239,12372
52,15,1111,4009,1006,22088,8538
33,19,3951,1394,1673,19153,13765
42,4,890,274,1396,11932,5390
36,9,3196,9674,706,13245,7432
40,20,2077,7913,1664,18031,14562
48,13,4536,4830,455,24355,10227
52,5,2998,2349,1567,9981,7201
52,19,2838,134,1634,7044,10137
19,6,1755,8980,1293,2431,644
40,3,203,5826,967,18623,12443
41,9,3694,5180,1723,18595,8152
32,5,4197,4002,610,23431,5518
57,15,4663,2825,1817,12199,2777
28,10,704,21,2319,2357,6727
62,9,3118,2808,1548,15082,14948
52,19,4791,3557,58,10747,8445
18,10,4302,763,1850,2321,5942
50,2,1468,2011,1822,9468,7511
27,5,1667,8126,570,17093,8137
51,18,226,5014,26,18756,11710
36,14,3361,3585,25,14135,861
37,19,3156,9985,1323,16872,4966
47,11,1339,9101,741,1563,14417
36,6,2308,8746,967,16247,2107
50,6,4082,7984,1159,17064,2517
39,7,4489,4622,398,11329,5983
55,4,1459,7612,2118,7466,2717
58,5,4308,6124,1308,1525,3378
57,13,4557,4945,1912,50,8253
48,5,1554,5316,2412,14634,9508
30,13,3197,3669,2217,9689,9477
49,2,4673,9162,1346,94,4594
43,15,2750,1689,2497,7004,14832
42,17,1887,536,762,13767,7422
49,7,1434,7642,51,13970,10643
48,2,1043,6799,1321,5567,5505
44,11,247,9436,1233,20270,168
53,1,1487,708,1865,12521,8870
43,7,3028,685,1811,1988,14694
45,18,4079,7674,469,3439,1558
23,20,2054,9958,876,19949,8177
48,15,476,6889,2212,23980,13957
55,18,763,7571,894,14786,5191
45,12,971,6673,657,10890,12268
44,1,1797,8739,561,10025,65
32,5,3240,1946,324,10620,4520
44,14,1926,5117,1151,21099,3813
38,18,2447,8872,239,17966,10110
54,7,387,7916,593,5194,14597
49,15,4910,134,2295,9220,5179
52,1,2503,8125,1951,3959,801
56,3,1379,979,2117,12215,4910
41,7,2668,6636,1439,11648,10954
49,18,4208,4137,155,5446,2222
60,9,1566,6892,952,2680,4038
37,12,426,7584,959,15573,13467
44,5,2833,7866,1050,14819,843
38,11,377,2506,2322,18987,12679
35,3,97,7627,1885,6606,14872
49,1,2498,1176,649,1088,2075
56,11,841,203,118,6439,14666
56,19,2773,114,458,12825,8690
43,13,2710,3389,771,10061,3772
48,4,4831,4468,2203,1098,9288
49,12,4810,4111,2253,6762,11697
39,11,4151,9728,346,20943,6738
29,11,583,5256,85,19839,8309
43,4,2091,3613,843,9472,297
39,14,4223,7183,701,15768,5319
37,4,2882,9669,957,14900,11498
46,11,470,9331,29,22327,5627
45,10,798,1594,1530,10969,12245
58,13,4196,9288,2326,1173,5335
40,3,2837,9040,2314,24735,3263
41,20,4068,5952,1126,23633,6408
47,9,3647,1959,138,24196,7482
42,12,3252,5537,2220,1866,12988
38,4,4271,8824,223,19815,1537
25,12,3175,1480,1466,9774,7876
28,16,3282,2983,1311,19513,10097
34,14,3863,9329,1492,3815,4691
43,20,4963,3995,1250,1712,7108
46,12,30,7519,2340,3683,13635
31,6,1331,7340,336,16254,13701
41,10,1304,9174,1409,10649,1754
31,20,2153,1188,249,6751,10867
35,7,3237,2980,1303,9511,6947
35,16,2153,6391,1401,9540,8338
57,12,3236,3176,1063,16575,14116
44,17,2789,5824,1273,5639,13357
23,19,2820,5604,807,10171,3107
40,11,4319,8069,1124,21329,5945
41,7,1660,2047,1245,13723,320
37,11,3612,8753,1751,17409,4874
31,13,1799,2173,2059,15552,3237
60,10,2038,9929,1350,11907,12676
43,7,1640,315,1887,3919,5377
27,13,3704,8587,2161,6750,7229
50,3,1780,3098,2311,14834,8122
28,8,929,2763,1131,7345,14222
51,16,4720,5602,468,16646,8252
